Order_ID,Order_Date,Customer_ID,Customer_Age,Customer_Gender,Region,Country,Category,Product_Name,Price,Quantity,Discount,Revenue,Profit,Payment_Method,
O04152,07-02-2024,C0167,31,Male,East,USA,Office Supplies,Pen Set,944.97,4.00,0.05,3590.89,778.42,Debit Card,
O04153,23-12-2023,C0975,27,Female,East,USA,Electronics,Headphones,148.47,3.00,0.25,334.06,75.84,PayPal,
O04154,21-06-2024,C1587,18,Male,West,Germany,Furniture,Sofa,648.42,3.00,0.21,1536.76,510.89,Credit Card,
O04155,01-10-2023,C1263,19,Female,West,Australia,Furniture,Sofa,723.63,4.00,0.11,2576.12,402.96,PayPal,
O04156,26-11-2023,C0481,42,Female,West,USA,Electronics,Headphones,504.47,5.00,0.18,2068.33,436.74,Debit Card,
O04157,03-06-2023,C0330,27,Female,East,Germany,Electronics,Tablet,934.98,2.00,0.28,1346.37,138.16,Cash,
O04158,12-01-2023,C0279,47,Female,North,Germany,Office Supplies,Stapler,766.34,4.00,0.21,2421.63,389.42,Credit Card,
O04159,23-11-2023,C0222,34,Female,South,Canada,Office Supplies,Notebook,125.85,4.00,0.15,427.89,136.15,Debit Card,
O04160,08-02-2023,C1020,39,Male,North,USA,Office Supplies,Notebook,951.42,3.00,0.16,2397.58,795.60,Debit Card,
O04161,10-06-2023,C1772,27,Female,East,India,Clothing,Shoes,345.33,2.00,0.05,656.13,81.35,PayPal,
O04162,14-10-2023,C1571,23,Male,East,Australia,Electronics,Headphones,408.01,5.00,0.06,1917.65,641.34,Debit Card,
O04163,23-03-2023,C0649,45,Female,North,Germany,Electronics,Tablet,740.63,4.00,0.18,2429.27,673.14,Credit Card,
O04164,17-03-2024,C1684,31,Female,North,Australia,Electronics,Smartphone,523.71,4.00,0.09,1906.30,526.58,Credit Card,
O04165,07-03-2023,C0929,30,Male,West,Canada,Furniture,Chair,78.56,3.00,0.04,226.25,47.56,Cash,
O04166,19-05-2023,C1035,54,Male,North,Australia,Furniture,Sofa,65.84,2.00,0.02,129.05,24.49,PayPal,
O04167,28-01-2024,C1771,21,Male,North,Canada,Electronics,Smartphone,656.09,1.00,0.08,603.60,170.45,PayPal,
O04168,24-06-2024,C1162,44,Female,East,Canada,Electronics,Tablet,279.62,1.00,0.18,229.29,36.79,Cash,
O04169,28-12-2023,C0631,47,Male,South,Germany,Electronics,Tablet,260.95,4.00,0.09,949.86,207.05,PayPal,
O04170,13-02-2024,C0780,27,Male,North,Australia,Electronics,Tablet,398.57,1.00,0.18,326.83,114.33,PayPal,
O04171,05-02-2024,C1786,24,Female,North,USA,Furniture,Chair,917.80,1.00,0.13,798.49,205.29,Cash,
O04172,19-03-2024,C1713,21,Female,North,India,Electronics,Tablet,647.48,4.00,0.13,2253.23,498.36,Debit Card,
O04173,02-05-2024,C1174,62,Male,North,Canada,Clothing,Shoes,273.89,4.00,0.05,1040.78,251.60,Credit Card,
O04174,15-07-2023,C0667,27,Male,West,USA,Electronics,Laptop,146.70,4.00,0.27,428.36,71.96,Credit Card,
O04175,12-11-2023,C0384,34,Male,South,USA,Electronics,Laptop,815.27,5.00,0.01,4035.59,844.30,Cash,
O04176,17-05-2023,C0481,49,Female,South,Australia,Electronics,Smartphone,948.89,2.00,0.00,1897.78,619.74,Debit Card,
O04177,11-04-2023,C0539,41,Male,South,Germany,Electronics,Smartphone,315.60,2.00,0.24,479.71,136.45,Debit Card,
O04178,11-06-2024,C0908,34,Male,East,Germany,Clothing,Shoes,964.77,5.00,0.12,4244.99,1231.48,Credit Card,
O04179,08-12-2023,C1885,53,Male,North,USA,Clothing,Jacket,921.54,2.00,0.16,1548.19,281.63,PayPal,
O04180,24-02-2023,C1870,23,Female,East,UK,Clothing,Shoes,545.05,5.00,0.19,2207.45,751.29,Cash,
O04181,08-10-2023,C1269,64,Male,East,Canada,Electronics,Tablet,673.01,1.00,0.29,477.84,80.17,Cash,
O04182,05-04-2023,C1820,56,Female,East,USA,Office Supplies,Notebook,45.18,4.00,0.28,130.12,26.51,Debit Card,
O04183,10-02-2024,C0801,45,Female,East,India,Clothing,Jeans,779.50,4.00,0.07,2899.74,965.01,Cash,
O04184,11-03-2024,C0888,41,Female,North,UK,Furniture,Sofa,288.76,2.00,0.07,537.09,161.41,Credit Card,
O04185,14-03-2024,C0371,29,Female,West,India,Clothing,T-Shirt,531.23,4.00,0.03,2061.17,404.47,Debit Card,
O04186,13-06-2024,C0479,43,Male,East,Canada,Electronics,Tablet,754.35,2.00,0.03,1463.44,278.33,Debit Card,
O04187,21-03-2023,C1388,30,Female,West,USA,Electronics,Headphones,897.73,2.00,0.15,1526.14,263.08,Debit Card,
O04188,01-11-2023,C0629,47,Male,West,UK,Furniture,Chair,772.12,1.00,0.14,664.02,129.53,Cash,
O04189,14-06-2023,C1805,28,Female,East,Australia,Clothing,Jeans,128.92,3.00,0.21,305.54,82.56,PayPal,
O04190,16-01-2023,C1081,46,Female,West,India,Electronics,Headphones,203.35,4.00,0.05,772.73,198.68,Credit Card,
O04191,13-05-2024,C0712,44,Female,West,Germany,Electronics,Headphones,133.46,2.00,0.22,208.20,34.49,PayPal,
O04192,08-05-2023,C0177,50,Male,East,India,Clothing,Jacket,87.15,2.00,0.09,158.61,30.50,Debit Card,
O04193,10-06-2024,C1963,45,Male,East,Canada,Clothing,T-Shirt,76.01,4.00,0.25,228.03,27.77,Cash,
O04194,19-02-2023,C1825,59,Female,East,Canada,Electronics,Tablet,312.88,2.00,0.30,438.03,97.71,PayPal,
O04195,03-07-2023,C0042,24,Female,West,Canada,Electronics,Tablet,441.03,1.00,0.11,392.52,131.99,Credit Card,
O04196,26-12-2023,C1805,48,Male,South,Germany,Office Supplies,Printer Paper,17.13,5.00,0.03,83.08,13.86,Cash,
O04197,02-06-2024,C0141,18,Male,West,USA,Clothing,Shoes,645.93,3.00,0.27,1414.59,177.41,PayPal,
O04198,12-04-2023,C0573,55,Female,East,Canada,Furniture,Cabinet,858.90,4.00,0.16,2885.90,978.10,Cash,
O04199,29-06-2023,C1219,43,Female,North,Canada,Electronics,Tablet,248.83,5.00,0.16,1045.09,122.43,PayPal,
O04200,24-05-2023,C1757,47,Male,South,Australia,Electronics,Laptop,461.12,1.00,0.24,350.45,98.43,Cash,
O04201,10-10-2023,C0514,39,Male,South,USA,Electronics,Headphones,674.85,3.00,0.11,1801.85,506.20,Credit Card,
O04202,07-06-2024,C0172,50,Female,South,UK,Electronics,Laptop,185.58,4.00,0.07,690.36,240.71,Cash,
O04203,07-07-2023,C0341,31,Female,South,Germany,Clothing,T-Shirt,269.10,2.00,0.04,516.67,135.50,Credit Card,
O04204,06-12-2023,C1199,21,Female,West,UK,Clothing,Jeans,334.10,2.00,0.05,634.79,183.71,PayPal,
O04205,24-09-2023,C1208,31,Male,East,UK,Office Supplies,Pen Set,771.18,3.00,0.03,2244.13,604.26,PayPal,
O04206,20-03-2024,C0607,27,Female,North,Australia,Office Supplies,Notebook,717.86,5.00,0.17,2979.12,824.16,Debit Card,
O04207,23-04-2024,C0523,18,Female,North,India,Furniture,Desk,917.69,4.00,0.09,3340.39,994.71,Credit Card,
O04208,24-07-2023,C0890,41,Female,East,Australia,Electronics,Smartphone,701.15,3.00,0.27,1535.52,220.09,Credit Card,
O04209,13-02-2023,C0846,26,Male,South,UK,Clothing,Jeans,366.40,4.00,0.18,1201.79,305.26,PayPal,
O04210,04-11-2023,C0753,53,Male,South,India,Electronics,Headphones,285.94,4.00,0.10,1029.38,256.44,Cash,
O04211,14-04-2024,C0728,43,Female,East,USA,Furniture,Sofa,995.29,2.00,0.16,1672.09,346.19,Cash,
O04212,09-03-2024,C0711,47,Male,South,USA,Electronics,Laptop,175.98,1.00,0.07,163.66,42.72,Cash,
O04213,31-12-2023,C1610,31,Female,South,USA,Clothing,Jacket,739.72,2.00,0.25,1109.58,204.11,PayPal,
O04214,09-04-2024,C0591,54,Male,West,Canada,Furniture,Chair,368.40,3.00,0.26,817.85,125.77,Debit Card,
O04215,16-12-2023,C1412,33,Female,South,USA,Clothing,T-Shirt,495.29,3.00,0.24,1129.26,231.49,Credit Card,
O04216,18-03-2024,C1952,52,Male,East,Germany,Electronics,Tablet,481.07,3.00,0.12,1270.02,160.47,Credit Card,
O04217,20-03-2023,C0080,31,Male,South,UK,Electronics,Smartphone,217.55,3.00,0.29,463.38,58.69,Credit Card,
O04218,03-03-2024,C1222,50,Male,South,UK,Furniture,Sofa,912.11,1.00,0.08,839.14,110.47,Debit Card,
O04219,24-02-2024,C1677,32,Male,West,Australia,Furniture,Desk,302.02,3.00,0.06,851.70,186.27,PayPal,
O04220,07-02-2023,C0547,38,Male,West,Germany,Office Supplies,Stapler,554.94,1.00,0.23,427.30,145.28,Credit Card,
O04221,28-12-2023,C1560,56,Male,South,UK,Office Supplies,Printer Paper,194.34,2.00,0.21,307.06,60.89,PayPal,
O04222,30-12-2023,C1625,35,Female,North,UK,Furniture,Cabinet,824.22,5.00,0.21,3255.67,396.02,PayPal,
O04223,31-03-2024,C0170,54,Female,South,UK,Furniture,Desk,360.47,3.00,0.10,973.27,207.81,Cash,
O04224,23-03-2024,C1309,28,Female,North,UK,Furniture,Sofa,435.21,1.00,0.30,304.65,74.89,Credit Card,
O04225,19-03-2024,C1043,56,Male,East,USA,Office Supplies,Stapler,500.49,5.00,0.30,1751.71,424.57,Debit Card,
O04226,21-06-2024,C1948,24,Male,East,Canada,Office Supplies,Printer Paper,394.89,2.00,0.07,734.50,194.54,Credit Card,
O04227,06-02-2023,C0291,36,Male,East,India,Electronics,Headphones,849.61,3.00,0.16,2141.02,426.31,Debit Card,
O04228,08-04-2024,C0432,39,Male,South,UK,Office Supplies,Notebook,139.26,5.00,0.18,570.97,115.39,Cash,
O04229,28-05-2024,C0887,52,Female,East,UK,Electronics,Laptop,391.36,1.00,0.02,383.53,102.71,Cash,
O04230,30-12-2023,C1768,23,Female,East,Germany,Furniture,Cabinet,736.72,3.00,0.22,1723.92,206.08,PayPal,
O04231,29-12-2023,C0899,49,Male,North,UK,Electronics,Smartphone,466.34,5.00,0.12,2051.90,491.03,PayPal,
O04232,28-01-2024,C1249,46,Male,East,Canada,Clothing,Jeans,263.29,2.00,0.06,494.99,81.89,PayPal,
O04233,08-12-2023,C0343,65,Male,South,India,Office Supplies,Notebook,430.02,1.00,0.23,331.12,107.23,Credit Card,
O04234,15-02-2023,C1397,35,Male,North,India,Electronics,Tablet,747.70,3.00,0.00,2243.10,665.95,PayPal,
O04235,15-01-2023,C1363,23,Male,East,Germany,Clothing,Jeans,970.57,4.00,0.27,2834.06,838.60,PayPal,
O04236,15-03-2023,C1821,29,Male,West,India,Office Supplies,Pen Set,327.07,3.00,0.21,775.16,213.05,Debit Card,
O04237,20-10-2023,C0698,31,Female,North,India,Furniture,Sofa,35.91,1.00,0.14,30.88,8.55,PayPal,
O04238,22-05-2023,C0753,61,Male,West,Canada,Clothing,Jeans,457.68,4.00,0.15,1556.11,224.44,Credit Card,
O04239,15-04-2023,C0339,27,Female,West,Germany,Electronics,Tablet,884.88,5.00,0.01,4380.16,1318.65,Credit Card,
O04240,15-06-2023,C0017,56,Female,North,Canada,Office Supplies,Pen Set,364.37,1.00,0.25,273.28,74.22,Credit Card,
O04241,18-03-2023,C0961,39,Male,South,USA,Office Supplies,Notebook,143.92,3.00,0.27,315.18,50.37,Cash,
O04242,02-01-2023,C1089,42,Male,East,Australia,Furniture,Cabinet,765.71,3.00,0.17,1906.62,276.49,PayPal,
O04243,23-07-2023,C0957,23,Female,South,USA,Electronics,Tablet,238.11,2.00,0.01,471.46,70.68,Debit Card,
O04244,11-12-2023,C1948,42,Female,East,Germany,Clothing,T-Shirt,198.94,2.00,0.02,389.92,48.78,Credit Card,
O04245,29-02-2024,C1031,32,Female,East,UK,Furniture,Cabinet,659.45,2.00,0.03,1279.33,224.72,Debit Card,
O04246,19-01-2023,C1215,57,Male,South,Australia,Clothing,T-Shirt,254.30,3.00,0.25,572.18,148.85,Debit Card,
O04247,24-01-2024,C0885,49,Male,South,Germany,Clothing,Shoes,882.85,2.00,0.10,1589.13,455.64,PayPal,
O04248,29-11-2023,C0346,29,Male,South,UK,Clothing,Jeans,832.41,5.00,0.20,3329.64,936.61,Cash,
O04249,05-08-2023,C1459,34,Female,East,Germany,Office Supplies,Printer Paper,554.28,2.00,0.10,997.70,129.52,Cash,
O04250,01-01-2023,C1400,42,Female,North,Germany,Clothing,T-Shirt,152.23,1.00,0.10,137.01,15.10,PayPal,
O04251,25-09-2023,C0943,50,Male,North,Germany,Clothing,T-Shirt,115.98,2.00,0.04,222.68,57.58,Debit Card,
O04252,03-10-2023,C1170,25,Female,North,USA,Clothing,Jeans,386.61,5.00,0.19,1565.77,235.26,Cash,
O04253,01-11-2023,C0343,47,Male,North,UK,Office Supplies,Printer Paper,687.37,3.00,0.06,1938.38,429.57,Cash,
O04254,19-03-2024,C0981,60,Female,West,Germany,Furniture,Cabinet,599.90,4.00,0.21,1895.68,191.83,Credit Card,
O04255,27-08-2023,C0423,32,Male,West,Canada,Furniture,Desk,831.56,1.00,0.05,789.98,266.62,Cash,
O04256,04-05-2023,C1235,54,Female,North,India,Clothing,T-Shirt,858.54,3.00,0.04,2472.60,701.44,PayPal,
O04257,08-03-2024,C1948,25,Female,North,UK,Clothing,Jacket,974.94,2.00,0.12,1715.89,522.97,Debit Card,
O04258,11-06-2023,C1988,50,Female,East,Australia,Office Supplies,Notebook,313.78,1.00,0.23,241.61,58.33,Cash,
O04259,27-01-2024,C0144,61,Female,South,Canada,Furniture,Chair,734.40,4.00,0.16,2467.58,275.12,PayPal,
O04260,14-02-2023,C0868,54,Male,South,USA,Furniture,Sofa,738.56,4.00,0.22,2304.31,701.74,Credit Card,
O04261,22-03-2023,C0377,21,Male,West,UK,Electronics,Smartphone,904.91,5.00,0.19,3664.89,1245.73,PayPal,
O04262,10-04-2023,C1422,61,Male,South,USA,Office Supplies,Pen Set,155.70,1.00,0.24,118.33,19.01,Debit Card,
O04263,16-08-2023,C0460,54,Female,North,USA,Electronics,Smartphone,630.21,5.00,0.17,2615.37,760.48,Cash,
O04264,07-09-2023,C1109,60,Female,South,Germany,Office Supplies,Stapler,980.47,5.00,0.25,3676.76,593.67,Credit Card,
O04265,28-10-2023,C0374,26,Female,West,India,Electronics,Tablet,263.17,3.00,0.24,600.03,116.53,Cash,
O04266,05-10-2023,C0406,19,Female,South,USA,Office Supplies,Notebook,316.33,5.00,0.19,1281.14,387.38,Credit Card,
O04267,01-06-2024,C1440,46,Male,North,UK,Electronics,Laptop,216.40,1.00,0.16,181.78,28.98,Debit Card,
O04268,03-05-2023,C0594,23,Male,North,Australia,Office Supplies,Stapler,256.69,2.00,0.01,508.25,93.72,Credit Card,
O04269,10-04-2024,C1543,35,Female,North,India,Clothing,Jeans,848.44,2.00,0.13,1476.29,452.40,Debit Card,
O04270,07-01-2023,C0291,63,Female,East,USA,Office Supplies,Notebook,677.43,5.00,0.06,3183.92,862.73,Cash,
O04271,03-07-2023,C0560,21,Female,North,Australia,Office Supplies,Pen Set,141.39,5.00,0.03,685.74,152.58,PayPal,
O04272,09-05-2024,C1459,60,Female,North,USA,Furniture,Cabinet,416.81,2.00,0.05,791.94,248.08,PayPal,
O04273,02-10-2023,C0251,63,Female,South,India,Furniture,Sofa,92.83,4.00,0.07,345.33,77.10,Credit Card,
O04274,02-05-2023,C0843,36,Female,West,Germany,Clothing,Shoes,115.33,2.00,0.05,219.13,71.80,Credit Card,
O04275,13-04-2023,C1590,21,Male,North,India,Clothing,T-Shirt,840.67,5.00,0.11,3740.98,450.06,Credit Card,
O04276,24-02-2023,C0193,36,Female,North,UK,Furniture,Sofa,257.48,3.00,0.19,625.68,155.18,Cash,
O04277,05-06-2024,C0334,50,Male,North,India,Electronics,Laptop,850.62,2.00,0.10,1531.12,240.31,Credit Card,
O04278,13-02-2024,C1015,42,Female,North,UK,Office Supplies,Notebook,403.07,5.00,0.05,1914.58,444.51,PayPal,
O04279,24-04-2024,C1050,61,Female,North,Canada,Electronics,Smartphone,845.31,5.00,0.07,3930.69,883.08,Cash,
O04280,16-02-2023,C0713,23,Male,East,Germany,Furniture,Desk,989.96,5.00,0.01,4900.30,1712.48,Debit Card,
O04281,07-04-2023,C0442,25,Male,East,Canada,Furniture,Sofa,632.78,1.00,0.25,474.58,83.16,Debit Card,
O04282,22-01-2023,C0562,36,Female,West,Canada,Office Supplies,Printer Paper,155.22,3.00,0.17,386.50,60.01,Credit Card,
O04283,22-01-2023,C1905,23,Female,West,Canada,Furniture,Chair,283.99,1.00,0.02,278.31,35.07,PayPal,
O04284,02-04-2023,C1366,23,Male,North,UK,Electronics,Headphones,778.30,4.00,0.02,3050.94,308.26,Credit Card,
O04285,02-02-2024,C1404,64,Female,East,Germany,Clothing,Jeans,797.95,1.00,0.28,574.52,132.46,Debit Card,
O04286,13-11-2023,C1574,51,Male,North,Canada,Office Supplies,Stapler,608.32,2.00,0.23,936.81,153.26,PayPal,
O04287,27-02-2023,C0669,41,Female,South,India,Office Supplies,Stapler,179.42,2.00,0.23,276.31,55.95,Debit Card,
O04288,18-02-2024,C0313,19,Male,West,USA,Clothing,Jacket,952.61,4.00,0.22,2972.14,414.29,Debit Card,
O04289,11-03-2023,C1832,57,Male,North,Germany,Electronics,Headphones,429.24,5.00,0.28,1545.26,248.32,Cash,
O04290,18-05-2023,C0205,62,Female,South,India,Clothing,T-Shirt,808.62,3.00,0.14,2086.24,614.93,PayPal,
O04291,12-04-2024,C0181,28,Female,East,Germany,Clothing,Shoes,858.37,3.00,0.03,2497.86,517.30,Cash,
O04292,04-02-2024,C0860,47,Male,East,Germany,Electronics,Laptop,823.96,2.00,0.01,1631.44,364.69,Credit Card,
O04293,18-06-2024,C1411,60,Male,East,Australia,Furniture,Sofa,573.98,4.00,0.19,1859.70,561.78,Cash,
O04294,06-07-2023,C0741,64,Female,South,India,Office Supplies,Stapler,87.40,1.00,0.21,69.05,22.71,Debit Card,
O04295,12-07-2023,C0712,56,Female,North,Canada,Office Supplies,Notebook,508.94,5.00,0.22,1984.87,293.35,Credit Card,
O04296,16-09-2023,C0419,35,Male,South,Canada,Office Supplies,Printer Paper,224.73,1.00,0.21,177.54,17.90,Debit Card,
O04297,13-08-2023,C1846,55,Male,North,Canada,Electronics,Tablet,17.28,2.00,0.15,29.38,8.91,Cash,
O04298,19-12-2023,C1135,37,Male,North,India,Electronics,Tablet,438.33,1.00,0.04,420.80,79.10,Cash,
O04299,08-02-2023,C1378,65,Male,East,Canada,Electronics,Smartphone,685.37,4.00,0.22,2138.35,515.14,PayPal,
O04300,05-02-2024,C0396,43,Male,North,Canada,Furniture,Cabinet,882.08,5.00,0.23,3396.01,498.95,Debit Card,
O04301,23-02-2024,C1202,44,Male,West,Australia,Furniture,Cabinet,954.05,4.00,0.27,2785.83,595.76,Cash,
O04302,22-11-2023,C0380,56,Female,East,Australia,Furniture,Cabinet,626.56,3.00,0.26,1390.96,385.06,Cash,
O04303,01-04-2023,C1376,58,Female,North,Australia,Furniture,Sofa,334.61,2.00,0.24,508.61,146.51,Cash,
O04304,06-02-2023,C0741,20,Female,East,India,Electronics,Tablet,435.66,3.00,0.09,1189.35,363.66,Credit Card,
O04305,30-01-2024,C0906,51,Female,North,USA,Furniture,Desk,920.94,2.00,0.16,1547.18,178.79,PayPal,
O04306,24-03-2023,C0612,28,Male,North,UK,Clothing,Jacket,219.68,2.00,0.16,369.06,107.42,Credit Card,
O04307,15-11-2023,C0035,36,Female,South,India,Office Supplies,Stapler,690.45,2.00,0.24,1049.48,325.52,Debit Card,
O04308,09-08-2023,C0841,60,Male,West,UK,Furniture,Desk,506.54,5.00,0.00,2532.70,446.90,PayPal,
O04309,14-11-2023,C0813,59,Female,South,UK,Electronics,Laptop,866.62,5.00,0.10,3899.79,1324.28,Cash,
O04310,04-03-2024,C0209,49,Female,South,USA,Office Supplies,Notebook,577.17,1.00,0.21,455.96,127.80,PayPal,
O04311,11-02-2024,C0914,44,Male,West,USA,Clothing,T-Shirt,101.75,1.00,0.06,95.64,29.65,Cash,
O04312,16-06-2023,C0653,48,Female,South,USA,Electronics,Laptop,151.07,1.00,0.10,135.96,39.36,PayPal,
O04313,18-01-2024,C0048,19,Male,East,India,Clothing,T-Shirt,350.94,4.00,0.20,1123.01,123.89,PayPal,
O04314,04-04-2024,C1835,28,Female,East,Germany,Furniture,Chair,31.52,1.00,0.14,27.11,6.38,Debit Card,
O04315,06-08-2023,C1156,62,Male,East,UK,Office Supplies,Notebook,126.35,2.00,0.19,204.69,56.74,Credit Card,
O04316,12-04-2024,C0379,18,Male,South,Australia,Clothing,Jeans,832.58,2.00,0.07,1548.60,335.08,Cash,
O04317,10-01-2024,C0862,49,Female,East,Germany,Office Supplies,Printer Paper,212.46,2.00,0.08,390.93,133.66,PayPal,
O04318,01-06-2024,C0580,27,Female,North,Germany,Office Supplies,Printer Paper,481.49,3.00,0.13,1256.69,233.91,PayPal,
O04319,25-03-2024,C1125,41,Female,East,India,Electronics,Smartphone,284.27,4.00,0.17,943.78,156.99,Debit Card,
O04320,07-01-2024,C0187,43,Female,South,UK,Office Supplies,Pen Set,332.98,1.00,0.17,276.37,60.84,Cash,
O04321,04-09-2023,C0532,58,Male,East,India,Office Supplies,Stapler,446.91,4.00,0.28,1287.10,378.91,Cash,
O04322,21-03-2023,C1954,19,Male,North,Canada,Office Supplies,Pen Set,502.33,5.00,0.28,1808.39,618.76,Cash,
O04323,01-06-2024,C1628,51,Female,West,Australia,Clothing,Jeans,952.12,3.00,0.21,2256.52,242.81,PayPal,
O04324,26-04-2024,C1096,36,Female,South,UK,Electronics,Headphones,217.15,4.00,0.10,781.74,182.00,Cash,
O04325,22-11-2023,C1581,25,Female,South,USA,Furniture,Desk,300.14,1.00,0.20,240.11,38.02,Debit Card,
O04326,28-05-2024,C1315,48,Male,West,Australia,Office Supplies,Printer Paper,789.96,3.00,0.13,2061.80,417.44,Credit Card,
O04327,15-04-2023,C1013,18,Female,South,Canada,Office Supplies,Stapler,46.62,3.00,0.11,124.48,39.43,Debit Card,
O04328,01-02-2024,C0632,22,Male,East,Germany,Clothing,Jacket,162.63,5.00,0.11,723.70,160.36,Cash,
O04329,20-07-2023,C1884,38,Male,West,Canada,Furniture,Chair,15.63,2.00,0.05,29.70,9.53,Credit Card,
O04330,26-03-2023,C0439,59,Male,North,USA,Furniture,Desk,749.25,5.00,0.16,3146.85,339.76,PayPal,
O04331,29-03-2024,C1995,61,Female,East,India,Office Supplies,Stapler,254.13,2.00,0.04,487.93,70.81,Credit Card,
O04332,12-07-2023,C0261,60,Male,South,Germany,Office Supplies,Printer Paper,627.44,2.00,0.11,1116.84,254.91,Credit Card,
O04333,20-06-2024,C0557,42,Female,South,UK,Office Supplies,Printer Paper,515.37,3.00,0.13,1345.12,293.97,Debit Card,
O04334,22-04-2024,C0110,58,Male,East,India,Office Supplies,Printer Paper,354.22,5.00,0.29,1257.48,354.07,Credit Card,
O04335,24-01-2024,C0818,19,Female,West,Canada,Furniture,Desk,818.21,2.00,0.28,1178.22,243.21,Cash,
O04336,06-12-2023,C1029,52,Female,South,India,Clothing,Jacket,394.95,2.00,0.02,774.10,218.27,PayPal,
O04337,24-05-2023,C1408,20,Male,West,India,Furniture,Desk,593.00,1.00,0.21,468.47,63.62,Credit Card,
O04338,06-07-2023,C1962,22,Female,North,UK,Clothing,T-Shirt,218.11,5.00,0.08,1003.31,181.78,Credit Card,
O04339,02-02-2024,C1371,39,Male,South,Germany,Electronics,Laptop,768.73,4.00,0.15,2613.68,504.30,Credit Card,
O04340,17-02-2023,C0422,29,Male,West,USA,Office Supplies,Pen Set,294.07,4.00,0.15,999.84,171.71,Debit Card,
O04341,12-03-2024,C0958,34,Female,West,India,Furniture,Desk,778.68,2.00,0.04,1495.07,517.44,PayPal,
O04342,21-09-2023,C0498,46,Female,West,UK,Electronics,Tablet,552.50,5.00,0.05,2624.38,669.85,PayPal,
O04343,16-12-2023,C1234,57,Female,South,UK,Clothing,Jeans,102.24,2.00,0.20,163.58,52.32,Debit Card,
O04344,31-12-2023,C1952,41,Male,South,Australia,Furniture,Desk,482.41,1.00,0.08,443.82,58.54,PayPal,
O04345,23-04-2024,C0043,60,Female,West,USA,Office Supplies,Stapler,833.30,2.00,0.25,1249.95,218.78,PayPal,
O04346,04-11-2023,C1508,48,Female,West,USA,Electronics,Smartphone,841.25,3.00,0.24,1918.05,524.28,Cash,
O04347,23-06-2024,C1708,49,Male,North,Australia,Electronics,Smartphone,305.50,4.00,0.24,928.72,166.54,Cash,
O04348,25-08-2023,C1172,35,Female,East,India,Furniture,Desk,809.38,5.00,0.00,4046.90,1271.63,PayPal,
O04349,30-05-2024,C1459,48,Male,West,UK,Furniture,Cabinet,356.47,2.00,0.15,606.00,71.35,Debit Card,
O04350,03-02-2024,C0627,29,Male,North,UK,Furniture,Cabinet,815.96,5.00,0.29,2896.66,686.04,Cash,
O04351,13-09-2023,C0891,44,Female,West,USA,Office Supplies,Printer Paper,583.02,5.00,0.00,2915.10,826.39,Credit Card,
O04352,19-02-2024,C1358,58,Female,South,Australia,Furniture,Sofa,419.91,2.00,0.17,697.05,207.06,Debit Card,
O04353,16-03-2023,C1823,22,Male,West,USA,Electronics,Laptop,49.69,2.00,0.05,94.41,32.76,PayPal,
O04354,30-08-2023,C0269,65,Male,North,Canada,Furniture,Sofa,389.65,1.00,0.16,327.31,75.96,PayPal,
O04355,10-03-2024,C0785,22,Female,North,USA,Electronics,Tablet,475.46,5.00,0.05,2258.43,682.52,PayPal,
O04356,13-04-2023,C1575,25,Female,South,Canada,Electronics,Headphones,424.53,1.00,0.22,331.13,75.74,PayPal,
O04357,18-04-2024,C1469,45,Male,South,Germany,Furniture,Desk,430.47,2.00,0.25,645.71,120.81,Debit Card,
O04358,09-11-2023,C1843,39,Male,West,UK,Furniture,Cabinet,786.75,1.00,0.28,566.46,155.07,PayPal,
O04359,08-06-2023,C1730,35,Male,West,Canada,Clothing,Jacket,436.96,3.00,0.11,1166.68,237.91,Cash,
O04360,11-02-2024,C1584,58,Female,West,Canada,Electronics,Tablet,174.17,5.00,0.09,792.47,82.68,Credit Card,
O04361,23-04-2023,C0434,46,Female,South,Germany,Clothing,Shoes,734.35,1.00,0.23,565.45,90.51,Debit Card,
O04362,15-07-2023,C1964,29,Male,East,Australia,Furniture,Chair,486.07,2.00,0.19,787.43,106.56,Debit Card,
O04363,29-08-2023,C0551,39,Male,North,India,Clothing,T-Shirt,476.01,4.00,0.11,1694.60,397.81,Cash,
O04364,23-03-2024,C0161,20,Male,North,USA,Clothing,T-Shirt,853.93,1.00,0.16,717.30,140.09,PayPal,
O04365,26-05-2024,C1246,33,Male,South,India,Electronics,Tablet,65.53,4.00,0.29,186.11,48.49,Cash,
O04366,19-08-2023,C0177,38,Female,East,Australia,Electronics,Laptop,508.34,3.00,0.15,1296.27,239.31,PayPal,
O04367,11-04-2023,C1940,62,Male,North,Canada,Furniture,Chair,938.34,4.00,0.02,3678.29,1050.15,PayPal,
O04368,09-10-2023,C0525,42,Female,North,USA,Furniture,Desk,252.11,3.00,0.21,597.50,195.06,PayPal,
O04369,22-04-2023,C1125,37,Male,South,UK,Office Supplies,Printer Paper,990.90,4.00,0.01,3923.96,853.40,Cash,
O04370,13-09-2023,C0469,49,Male,North,USA,Office Supplies,Printer Paper,200.67,1.00,0.10,180.60,53.73,Cash,
O04371,26-03-2023,C0377,48,Male,North,Australia,Electronics,Smartphone,879.62,2.00,0.19,1424.98,313.67,PayPal,
O04372,04-03-2024,C1740,64,Male,West,Australia,Electronics,Tablet,124.67,4.00,0.18,408.92,80.58,PayPal,
